order_copo,family_copo,genus_copo,taxon_name,collector_number,collection_location,latitude_decimal,longitude_decimal,collection_date_verbatim
Marchantiales,Conocephalaceae,Conocephalum,Conocephalum conicum,EDTOL5a,East Lothian,56.012186,-2.65449,2019-10-03
Marchantiales,Conocephalaceae,Conocephalum,Conocephalum conicum,EDTOL5a,East Lothian,56.012186,-2.65449,2019-10-03
Marchantiales,Conocephalaceae,Conocephalum,Conocephalum conicum,EDTOL5b,East Lothian,56.012186,-2.65449,2019-10-03
Marchantiales,Conocephalaceae,Conocephalum,Conocephalum conicum,EDTOL5b,East Lothian,56.012186,-2.65449,2019-10-03
Marchantiales,Conocephalaceae,Conocephalum,Conocephalum conicum,EDTOL5c,East Lothian,56.012186,-2.65449,2019-10-03
Marchantiales,Conocephalaceae,Conocephalum,Conocephalum conicum,EDTOL5d,East Lothian,56.012186,-2.65449,2019-10-03
Jungermanniales,ANASTROPHYLLACEAE,Neoorthocaulis,Neoorthocaulis floerkei,EDTOL3,Berwickshire,55.740286,-2.631136,2019-08-25
Jungermanniales,ANASTROPHYLLACEAE,Neoorthocaulis,Neoorthocaulis floerkei,EDTOL3,Berwickshire,55.740286,-2.631136,2019-08-25
Jungermanniales,ANASTROPHYLLACEAE,Neoorthocaulis,Neoorthocaulis floerkei,EDTOL3,Berwickshire,55.740286,-2.631136,2019-08-25
Jungermanniales,ANASTROPHYLLACEAE,Neoorthocaulis,Neoorthocaulis floerkei,EDTOL3,Berwickshire,55.740286,-2.631136,2019-08-25
Jungermanniales,ANASTROPHYLLACEAE,Neoorthocaulis,Neoorthocaulis floerkei,EDTOL3,Berwickshire,55.740286,-2.631136,2019-08-25
Jungermanniales,ANASTROPHYLLACEAE,Neoorthocaulis,Neoorthocaulis floerkei,EDTOL3,Berwickshire,55.740286,-2.631136,2019-08-25
Jungermanniales,ANASTROPHYLLACEAE,Neoorthocaulis,Neoorthocaulis floerkei,EDTOL3,Berwickshire,55.740286,-2.631136,2019-08-25
Jungermanniales,ANASTROPHYLLACEAE,Neoorthocaulis,Neoorthocaulis floerkei,EDTOL3,Berwickshire,55.740286,-2.631136,2019-08-25
Jungermanniales,ANASTROPHYLLACEAE,Neoorthocaulis,Neoorthocaulis floerkei,EDTOL3,Berwickshire,55.740286,-2.631136,2019-08-25
Jungermanniales,Scapaniaceae,Diplophyllum,Diplophyllum albicans,D. Bell 1416,Peeblesshire,55.44305556,-3.352972222,2020-09-04
Jungermanniales,Scapaniaceae,Diplophyllum,Diplophyllum albicans,D. Bell 1416,Peeblesshire,55.44305556,-3.352972222,2020-09-04
Ptilidiales,Ptilidiaceae,Ptilidium,Ptilidium ciliare,D. Bell 1435,Peeblesshire,55.444053,-3.36026,2020-09-23
Ptilidiales,Ptilidiaceae,Ptilidium,Ptilidium ciliare,D. Bell 1435,Peeblesshire,55.444053,-3.36026,2020-09-23
Porellales,Frullaniaceae,Frullania,Frullania tamarisci,D. Bell 1433,Peeblesshire,55.462222,-3.374236,2020-09-23
Porellales,Frullaniaceae,Frullania,Frullania tamarisci,D. Bell 1433,Peeblesshire,55.462222,-3.374236,2020-09-23
Jungermanniales,Plagiochilaceae,Plagiochila,Plagiochila porelloides,D. Bell 1434,Peeblesshire,55.461854,-3.374239,2020-09-23
Jungermanniales,Plagiochilaceae,Plagiochila,Plagiochila porelloides,D. Bell 1434,Peeblesshire,55.461854,-3.374239,2020-09-23
Jungermanniales,Gymnomitriaceae,Marsupella,Marsupella emarginata,DBELL1430,Peeblesshire,55.462222,-3.374236,2020-09-23
Jungermanniales,Gymnomitriaceae,Marsupella,Marsupella emarginata,DBELL1430,Peeblesshire,55.462222,-3.374236,2020-09-23
Metzgeriales,Aneuraceae,Riccardia,Riccardia palmata,DBELL1444,Peeblesshire,55.600865,-3.321536,2020-10-01
Metzgeriales,Aneuraceae,Riccardia,Riccardia palmata,DBELL1444,Peeblesshire,55.600865,-3.321536,2020-10-01
Porellales,Porellaceae,Porella,Porella cordaeana,DBELL1446,Peeblesshire,55.600306,-3.319263,2020-10-01
Porellales,Porellaceae,Porella,Porella cordaeana,DBELL1446,Peeblesshire,55.600306,-3.319263,2020-10-01
Metzgeriales,Metzgeriaceae,Metzgeria,Metzgeria furcata,DBELL1466,Berwickshire,55.740563,-2.633195,2020-10-30
Metzgeriales,Metzgeriaceae,Metzgeria,Metzgeria furcata,DBELL1466,Berwickshire,55.740563,-2.633195,2020-10-30
Porellales,Radulaceae,Radula,Radula complanata,DBELL1470,Berwickshire,55.745508,-2.622187,2020-10-30
Porellales,Radulaceae,Radula,Radula complanata,DBELL1470,Berwickshire,55.745508,-2.622187,2020-10-30
Porellales,Frullaniaceae,Frullania,Frullania dilatata,DBELL1471,Berwickshire,55.745798,-2.62165,2020-10-30
Porellales,Frullaniaceae,Frullania,Frullania dilatata,DBELL1471,Berwickshire,55.745798,-2.62165,2020-10-30
Jungermanniales,Lepidoziaceae,Lepidozia,Lepidozia reptans,DBELL1472,Berwickshire,55.743356,-2.630054,2020-10-30
Jungermanniales,Lepidoziaceae,Lepidozia,Lepidozia reptans,DBELL1472,Berwickshire,55.743356,-2.630054,2020-10-30
Jungermanniales,Lophocoleaceae,Lophocolea,Lophocolea bidentata,DBELL1475,Berwickshire,55.743543,-2.630392,2020-10-30
Jungermanniales,Lophocoleaceae,Lophocolea,Lophocolea bidentata,DBELL1475,Berwickshire,55.743543,-2.630392,2020-10-30
Lunulariales,Lunulariaceae,Lunularia,Lunularia cruciata,DBELL1482,Midlothian,55.964093,-3.202813,2020-11-23
Lunulariales,Lunulariaceae,Lunularia,Lunularia cruciata,DBELL1482,Midlothian,55.964093,-3.202813,2020-11-23
Lunulariales,Lunulariaceae,Lunularia,Lunularia cruciata,DBELL1482,Midlothian,55.964093,-3.202813,2020-11-23
Lunulariales,Lunulariaceae,Lunularia,Lunularia cruciata,DBELL1482,Midlothian,55.964093,-3.202813,2020-11-23
Lunulariales,Lunulariaceae,Lunularia,Lunularia cruciata,DBELL1482,Midlothian,55.964093,-3.202813,2020-11-23
Lunulariales,Lunulariaceae,Lunularia,Lunularia cruciata,DBELL1482,Midlothian,55.964093,-3.202813,2020-11-23
Lunulariales,Lunulariaceae,Lunularia,Lunularia cruciata,DBELL1482,Midlothian,55.964093,-3.202813,2020-11-23
Lunulariales,Lunulariaceae,Lunularia,Lunularia cruciata,DBELL1482,Midlothian,55.964093,-3.202813,2020-11-23
Porellales,Porellaceae,Porella,Porella cordaeana,DBELL1446,Peeblesshire,55.600306,-3.319263,2020-10-01
Lamiales,Orobanchaceae,Euphrasia,Euphrasia foulaensis,FIH098-1,Shetland Islands,59.51385501,-1.650253991,2019-09-01
Lamiales,Orobanchaceae,Euphrasia,Euphrasia foulaensis,FIH098-1,Shetland Islands,59.51385501,-1.650253991,2019-09-01
Lamiales,Orobanchaceae,Euphrasia,Euphrasia foulaensis,FIH098-1,Shetland Islands,59.51385501,-1.650253991,2019-09-01
Lamiales,Orobanchaceae,Euphrasia,Euphrasia foulaensis,FIH098-1,Shetland Islands,59.51385501,-1.650253991,2019-09-01
Lamiales,Orobanchaceae,Euphrasia,Euphrasia foulaensis,FIH098-1,Shetland Islands,59.51385501,-1.650253991,2019-09-01
Lamiales,Orobanchaceae,Euphrasia,Euphrasia foulaensis,FIH098-1,Shetland Islands,59.51385501,-1.650253991,2019-09-01
Lamiales,Orobanchaceae,Euphrasia,Euphrasia arctica,BER-1,Edinburgh,56.057022,-2.706443,2019-09-14
Lamiales,Orobanchaceae,Euphrasia,Euphrasia arctica,BER-1,Edinburgh,56.057022,-2.706443,2019-09-14
Lamiales,Orobanchaceae,Euphrasia,Euphrasia arctica,BER-1,Edinburgh,56.057022,-2.706443,2019-09-14
Lamiales,Orobanchaceae,Euphrasia,Euphrasia arctica,BER-1,Edinburgh,56.057022,-2.706443,2019-09-14
Lamiales,Orobanchaceae,Euphrasia,Euphrasia arctica,BER-1,Edinburgh,56.057022,-2.706443,2019-09-14
Lamiales,Orobanchaceae,Euphrasia,Euphrasia arctica,BER-1,Edinburgh,56.057022,-2.706443,2019-09-14
Lamiales,Orobanchaceae,Euphrasia,Euphrasia confusa,WHP-1,New Forest,50.811333,-1.715972,2019-09-10
Lamiales,Orobanchaceae,Euphrasia,Euphrasia confusa,WHP-1,New Forest,50.811333,-1.715972,2019-09-10
Lamiales,Orobanchaceae,Euphrasia,Euphrasia confusa,WHP-1,New Forest,50.811333,-1.715972,2019-09-10
Lamiales,Orobanchaceae,Euphrasia,Euphrasia confusa,WHP-1,New Forest,50.811333,-1.715972,2019-09-10
Lamiales,Orobanchaceae,Euphrasia,Euphrasia confusa,WHP-1,New Forest,50.811333,-1.715972,2019-09-10
Lamiales,Orobanchaceae,Euphrasia,Euphrasia confusa,WHP-1,New Forest,50.811333,-1.715972,2019-09-10
Lamiales,Orobanchaceae,Euphrasia,Euphrasia anglica,BED-1,Dartmoor,50.5135,-4.113306,2019-09-10
Lamiales,Orobanchaceae,Euphrasia,Euphrasia anglica,BED-1,Dartmoor,50.5135,-4.113306,2019-09-10
Lamiales,Orobanchaceae,Euphrasia,Euphrasia anglica,BED-1,Dartmoor,50.5135,-4.113306,2019-09-10
Lamiales,Orobanchaceae,Euphrasia,Euphrasia anglica,BED-1,Dartmoor,50.5135,-4.113306,2019-09-10
Lamiales,Orobanchaceae,Euphrasia,Euphrasia anglica,BED-1,Dartmoor,50.5135,-4.113306,2019-09-10
Lamiales,Orobanchaceae,Euphrasia,Euphrasia anglica,BED-1,Dartmoor,50.5135,-4.113306,2019-09-10
Santalales,Viscaceae,Viscum,Viscum album,MC 9090,Surrey,51.4061,-0.3319,2020-09-07
Santalales,Viscaceae,Viscum,Viscum album,MC 9090,Surrey,51.4061,-0.3319,2020-09-07
Santalales,Viscaceae,Viscum,Viscum album,MC 9090,Surrey,51.4061,-0.3319,2020-09-07
Santalales,Viscaceae,Viscum,Viscum album,MC 9090,Surrey,51.4061,-0.3319,2020-09-07
Santalales,Viscaceae,Viscum,Viscum album,MC 9090,Surrey,51.4061,-0.3319,2020-09-07
Santalales,Viscaceae,Viscum,Viscum album,MC 9090,Surrey,51.4061,-0.3319,2020-09-07
Santalales,Viscaceae,Viscum,Viscum album,MC 9090,Surrey,51.4061,-0.3319,2020-09-07
Ranunculales,Ranunculaceae,Clematis,Clematis vitalba,MC 9093,Surrey,51.415,-0.3051,2020-09-07
Ranunculales,Ranunculaceae,Clematis,Clematis vitalba,MC 9093,Surrey,51.415,-0.3051,2020-09-07
Ranunculales,Ranunculaceae,Clematis,Clematis vitalba,MC 9093,Surrey,51.415,-0.3051,2020-09-07
Ranunculales,Ranunculaceae,Clematis,Clematis vitalba,MC 9093,Surrey,51.415,-0.3051,2020-09-07
Ranunculales,Ranunculaceae,Clematis,Clematis vitalba,MC 9093,Surrey,51.415,-0.3051,2020-09-07
Ranunculales,Ranunculaceae,Clematis,Clematis vitalba,MC 9093,Surrey,51.415,-0.3051,2020-09-07
Ranunculales,Ranunculaceae,Clematis,Clematis vitalba,MC 9093,Surrey,51.415,-0.3051,2020-09-07
Ranunculales,Ranunculaceae,Clematis,Clematis vitalba,MC 9093,Surrey,51.415,-0.3051,2020-09-07
Gentianales,Rubiaceae,Galium,Galium aparine,MC 9094,Surrey,51.4262,-0.3003,2020-09-07
Gentianales,Rubiaceae,Galium,Galium aparine,MC 9094,Surrey,51.4262,-0.3003,2020-09-07
Gentianales,Rubiaceae,Galium,Galium aparine,MC 9094,Surrey,51.4262,-0.3003,2020-09-07
Gentianales,Rubiaceae,Galium,Galium aparine,MC 9094,Surrey,51.4262,-0.3003,2020-09-07
Gentianales,Rubiaceae,Galium,Galium aparine,MC 9094,Surrey,51.4262,-0.3003,2020-09-07
Gentianales,Rubiaceae,Galium,Galium aparine,MC 9094,Surrey,51.4262,-0.3003,2020-09-07
Gentianales,Rubiaceae,Galium,Galium aparine,MC 9094,Surrey,51.4262,-0.3003,2020-09-07
Gentianales,Rubiaceae,Galium,Galium aparine,MC 9094,Surrey,51.4262,-0.3003,2020-09-07
Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,MC 9095,Surrey,51.4529,-0.3026,2020-09-07
Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,MC 9095,Surrey,51.4529,-0.3026,2020-09-07
Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,MC 9095,Surrey,51.4529,-0.3026,2020-09-07
Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,MC 9095,Surrey,51.4529,-0.3026,2020-09-07
Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,MC 9095,Surrey,51.4529,-0.3026,2020-09-07
Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,MC 9095,Surrey,51.4529,-0.3026,2020-09-07
Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,MC 9095,Surrey,51.4529,-0.3026,2020-09-07
Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,MC 9095,Surrey,51.4529,-0.3026,2020-09-07
Lamiales,Scrophulariaceae,Buddleja,Buddleja davidii,MC 9096,Surrey,51.4136,-0.3077,2020-09-07
Lamiales,Scrophulariaceae,Buddleja,Buddleja davidii,MC 9096,Surrey,51.4136,-0.3077,2020-09-07
Lamiales,Scrophulariaceae,Buddleja,Buddleja davidii,MC 9096,Surrey,51.4136,-0.3077,2020-09-07
Lamiales,Scrophulariaceae,Buddleja,Buddleja davidii,MC 9096,Surrey,51.4136,-0.3077,2020-09-07
Lamiales,Scrophulariaceae,Buddleja,Buddleja davidii,MC 9096,Surrey,51.4136,-0.3077,2020-09-07
Lamiales,Scrophulariaceae,Buddleja,Buddleja davidii,MC 9096,Surrey,51.4136,-0.3077,2020-09-07
Lamiales,Scrophulariaceae,Buddleja,Buddleja davidii,MC 9096,Surrey,51.4136,-0.3077,2020-09-07
Lamiales,Scrophulariaceae,Buddleja,Buddleja davidii,MC 9096,Surrey,51.4136,-0.3077,2020-09-07
Sapindales,Sapindaceae,Acer,Acer campestre,MC 9097,Surrey,51.4469,-0.2989,2020-09-08
Sapindales,Sapindaceae,Acer,Acer campestre,MC 9097,Surrey,51.4469,-0.2989,2020-09-08
Sapindales,Sapindaceae,Acer,Acer campestre,MC 9097,Surrey,51.4469,-0.2989,2020-09-08
Sapindales,Sapindaceae,Acer,Acer campestre,MC 9097,Surrey,51.4469,-0.2989,2020-09-08
Sapindales,Sapindaceae,Acer,Acer campestre,MC 9097,Surrey,51.4469,-0.2989,2020-09-08
Sapindales,Sapindaceae,Acer,Acer campestre,MC 9097,Surrey,51.4469,-0.2989,2020-09-08
Sapindales,Sapindaceae,Acer,Acer campestre,MC 9097,Surrey,51.4469,-0.2989,2020-09-08
Sapindales,Sapindaceae,Acer,Acer campestre,MC 9097,Surrey,51.4469,-0.2989,2020-09-08
Aquifoliales,Aquifoliaceae,Ilex,Ilex aquifolium,MC 9098,Surrey,51.4469,-0.2989,2020-09-08
Aquifoliales,Aquifoliaceae,Ilex,Ilex aquifolium,MC 9098,Surrey,51.4469,-0.2989,2020-09-08
Aquifoliales,Aquifoliaceae,Ilex,Ilex aquifolium,MC 9098,Surrey,51.4469,-0.2989,2020-09-08
Aquifoliales,Aquifoliaceae,Ilex,Ilex aquifolium,MC 9098,Surrey,51.4469,-0.2989,2020-09-08
Aquifoliales,Aquifoliaceae,Ilex,Ilex aquifolium,MC 9098,Surrey,51.4469,-0.2989,2020-09-08
Aquifoliales,Aquifoliaceae,Ilex,Ilex aquifolium,MC 9098,Surrey,51.4469,-0.2989,2020-09-08
Aquifoliales,Aquifoliaceae,Ilex,Ilex aquifolium,MC 9098,Surrey,51.4469,-0.2989,2020-09-08
Aquifoliales,Aquifoliaceae,Ilex,Ilex aquifolium,MC 9098,Surrey,51.4469,-0.2989,2020-09-08
Apiales,Araliaceae,Hedera,Hedera helix,MC 9099,Surrey,51.4469,-0.2989,2020-09-08
Apiales,Araliaceae,Hedera,Hedera helix,MC 9099,Surrey,51.4469,-0.2989,2020-09-08
Apiales,Araliaceae,Hedera,Hedera helix,MC 9099,Surrey,51.4469,-0.2989,2020-09-08
Apiales,Araliaceae,Hedera,Hedera helix,MC 9099,Surrey,51.4469,-0.2989,2020-09-08
Apiales,Araliaceae,Hedera,Hedera helix,MC 9099,Surrey,51.4469,-0.2989,2020-09-08
Apiales,Araliaceae,Hedera,Hedera helix,MC 9099,Surrey,51.4469,-0.2989,2020-09-08
Apiales,Araliaceae,Hedera,Hedera helix,MC 9099,Surrey,51.4469,-0.2989,2020-09-08
Apiales,Araliaceae,Hedera,Hedera helix,MC 9099,Surrey,51.4469,-0.2989,2020-09-08
Buxales,Buxaceae,Buxus,Buxus sempervirens,MC 9100,Surrey,51.4744,-0.3058,2020-09-08
Buxales,Buxaceae,Buxus,Buxus sempervirens,MC 9100,Surrey,51.4744,-0.3058,2020-09-08
Buxales,Buxaceae,Buxus,Buxus sempervirens,MC 9100,Surrey,51.4744,-0.3058,2020-09-08
Buxales,Buxaceae,Buxus,Buxus sempervirens,MC 9100,Surrey,51.4744,-0.3058,2020-09-08
Buxales,Buxaceae,Buxus,Buxus sempervirens,MC 9100,Surrey,51.4744,-0.3058,2020-09-08
Buxales,Buxaceae,Buxus,Buxus sempervirens,MC 9100,Surrey,51.4744,-0.3058,2020-09-08
Buxales,Buxaceae,Buxus,Buxus sempervirens,MC 9100,Surrey,51.4744,-0.3058,2020-09-08
Buxales,Buxaceae,Buxus,Buxus sempervirens,MC 9100,Surrey,51.4744,-0.3058,2020-09-08
Geraniales,Geraniaceae,Geranium,Geranium robertianum,MC 9101,Surrey,51.482,-0.2878,2020-09-08
Geraniales,Geraniaceae,Geranium,Geranium robertianum,MC 9101,Surrey,51.482,-0.2878,2020-09-08
Geraniales,Geraniaceae,Geranium,Geranium robertianum,MC 9101,Surrey,51.482,-0.2878,2020-09-08
Geraniales,Geraniaceae,Geranium,Geranium robertianum,MC 9101,Surrey,51.482,-0.2878,2020-09-08
Geraniales,Geraniaceae,Geranium,Geranium robertianum,MC 9101,Surrey,51.482,-0.2878,2020-09-08
Geraniales,Geraniaceae,Geranium,Geranium robertianum,MC 9101,Surrey,51.482,-0.2878,2020-09-08
Geraniales,Geraniaceae,Geranium,Geranium robertianum,MC 9101,Surrey,51.482,-0.2878,2020-09-08
Geraniales,Geraniaceae,Geranium,Geranium robertianum,MC 9101,Surrey,51.482,-0.2878,2020-09-08
Caryophyllales,Polygonaceae,Polygonum,Polygonum aviculare,MC 9102,Surrey,51.4812,-0.2936,2020-09-08
Caryophyllales,Polygonaceae,Polygonum,Polygonum aviculare,MC 9102,Surrey,51.4812,-0.2936,2020-09-08
Caryophyllales,Polygonaceae,Polygonum,Polygonum aviculare,MC 9102,Surrey,51.4812,-0.2936,2020-09-08
Caryophyllales,Polygonaceae,Polygonum,Polygonum aviculare,MC 9102,Surrey,51.4812,-0.2936,2020-09-08
Caryophyllales,Polygonaceae,Polygonum,Polygonum aviculare,MC 9102,Surrey,51.4812,-0.2936,2020-09-08
Caryophyllales,Polygonaceae,Polygonum,Polygonum aviculare,MC 9102,Surrey,51.4812,-0.2936,2020-09-08
Caryophyllales,Polygonaceae,Polygonum,Polygonum aviculare,MC 9102,Surrey,51.4812,-0.2936,2020-09-08
Caryophyllales,Polygonaceae,Polygonum,Polygonum aviculare,MC 9102,Surrey,51.4812,-0.2936,2020-09-08
Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,MC 9103,Surrey,51.4805,-0.2962,2020-09-08
Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,MC 9103,Surrey,51.4805,-0.2962,2020-09-08
Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,MC 9103,Surrey,51.4805,-0.2962,2020-09-08
Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,MC 9103,Surrey,51.4805,-0.2962,2020-09-08
Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,MC 9103,Surrey,51.4805,-0.2962,2020-09-08
Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,MC 9103,Surrey,51.4805,-0.2962,2020-09-08
Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,MC 9103,Surrey,51.4805,-0.2962,2020-09-08
Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,MC 9103,Surrey,51.4805,-0.2962,2020-09-08
Celastrales,Celastraceae,Euonymus,Euonymus europaeus,MC 9104,Surrey,51.4808,-0.2979,2020-09-08
Celastrales,Celastraceae,Euonymus,Euonymus europaeus,MC 9104,Surrey,51.4808,-0.2979,2020-09-08
Celastrales,Celastraceae,Euonymus,Euonymus europaeus,MC 9104,Surrey,51.4808,-0.2979,2020-09-08
Celastrales,Celastraceae,Euonymus,Euonymus europaeus,MC 9104,Surrey,51.4808,-0.2979,2020-09-08
Celastrales,Celastraceae,Euonymus,Euonymus europaeus,MC 9104,Surrey,51.4808,-0.2979,2020-09-08
Celastrales,Celastraceae,Euonymus,Euonymus europaeus,MC 9104,Surrey,51.4808,-0.2979,2020-09-08
Celastrales,Celastraceae,Euonymus,Euonymus europaeus,MC 9104,Surrey,51.4808,-0.2979,2020-09-08
Celastrales,Celastraceae,Euonymus,Euonymus europaeus,MC 9105,Surrey,51.4808,-0.2979,2020-09-08
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus acris,MC 9105,Surrey,51.48,-0.299,2020-09-08
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus acris,MC 9105,Surrey,51.48,-0.299,2020-09-08
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus acris,MC 9105,Surrey,51.48,-0.299,2020-09-08
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus acris,MC 9105,Surrey,51.48,-0.299,2020-09-08
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus acris,MC 9105,Surrey,51.48,-0.299,2020-09-08
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus acris,MC 9105,Surrey,51.48,-0.299,2020-09-08
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus acris,MC 9105,Surrey,51.48,-0.299,2020-09-08
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus acris,MC 9105,Surrey,51.48,-0.299,2020-09-08
Caryophyllales,Chenopodiaceae,Suaeda,Suaeda vera,MC 9106,Surrey,51.4815,-0.2896,2020-09-09
Caryophyllales,Chenopodiaceae,Suaeda,Suaeda vera,MC 9106,Surrey,51.4815,-0.2896,2020-09-09
Caryophyllales,Chenopodiaceae,Suaeda,Suaeda vera,MC 9106,Surrey,51.4815,-0.2896,2020-09-09
Caryophyllales,Chenopodiaceae,Suaeda,Suaeda vera,MC 9106,Surrey,51.4815,-0.2896,2020-09-09
Caryophyllales,Chenopodiaceae,Suaeda,Suaeda vera,MC 9106,Surrey,51.4815,-0.2896,2020-09-09
Caryophyllales,Chenopodiaceae,Suaeda,Suaeda vera,MC 9106,Surrey,51.4815,-0.2896,2020-09-09
Caryophyllales,Chenopodiaceae,Suaeda,Suaeda vera,MC 9106,Surrey,51.4815,-0.2896,2020-09-09
Caryophyllales,Chenopodiaceae,Suaeda,Suaeda vera,MC 9106,Surrey,51.4815,-0.2896,2020-09-09
Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata,SM 20,Surrey,51.4825,-0.2877,2020-09-10
Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata,SM 20,Surrey,51.4825,-0.2877,2020-09-10
Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata,SM 20,Surrey,51.4825,-0.2877,2020-09-10
Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata,SM 20,Surrey,51.4825,-0.2877,2020-09-10
Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata,SM 20,Surrey,51.4825,-0.2877,2020-09-10
Lamiales,Lamiaceae,Scutellaria,Scutellaria minor,SM 21,Surrey,51.4825,-0.2877,2020-09-10
Lamiales,Lamiaceae,Scutellaria,Scutellaria minor,SM 21,Surrey,51.4825,-0.2877,2020-09-10
Lamiales,Lamiaceae,Scutellaria,Scutellaria minor,SM 21,Surrey,51.4825,-0.2877,2020-09-10
Lamiales,Lamiaceae,Scutellaria,Scutellaria minor,SM 21,Surrey,51.4825,-0.2877,2020-09-10
Rosales,Elaeagnaceae,Hippophae,Hippophae rhamnoides,Z.A. Goodwin 1873,Midlothian,55.9652278,-3.20916667,2020-08-06
Caryophyllales,Caryophyllaceae,Dianthus,Dianthus deltoides,Z.A. Goodwin 1874,Midlothian,55.9652278,-3.20916667,2020-08-06
Fagales,Myricaceae,Myrica,Myrica gale,Z.A. Goodwin 1878,Midlothian,55.9652278,-3.20916667,2020-08-06
Oxalidales,Oxalidaceae,Oxalis,Oxalis acetosella,Z.A. Goodwin 1879,Midlothian,55.9652278,-3.20916667,2020-08-06
Malvales,Cistaceae,Helianthemum,Helianthemum nummularium,Z.A. Goodwin 1880,Midlothian,55.9652278,-3.20916667,2020-08-07
Saxifragales,Saxifragaceae,Saxifraga,Saxifraga oppositifolia,Z.A. Goodwin 1881,Midlothian,55.9652278,-3.20916667,2020-08-07
Caryophyllales,Plumbaginaceae,Armeria,Armeria maritima,Z.A. Goodwin 1882,Midlothian,55.9652278,-3.20916667,2020-08-07
Fabales,Fabaceae,Lotus,Lotus corniculatus,Z.A. Goodwin 1884,Midlothian,55.9652278,-3.20916667,2020-08-07
Ranunculales,Ranunculaceae,Trollius,Trollius europaeus,Z.A. Goodwin 1888,Midlothian,55.9652278,-3.20916667,2020-08-07
Fagales,Betulaceae,Betula,Betula nana,Z.A. Goodwin 1891,Midlothian,55.9652278,-3.20916667,2020-08-07
Ericales,Ericaceae,Calluna,Calluna vulgaris,Z.A. Goodwin 1892,Midlothian,55.9652278,-3.20916667,2020-08-07
Lamiales,Oleaceae,Ligustrum,Ligustrum vulgare,Z.A. Goodwin 1893,Midlothian,55.9652278,-3.20916667,2020-08-11
Rosales,Rhamnaceae,Frangula,Frangula alnus,Z.A. Goodwin 1894,Midlothian,55.9652278,-3.20916667,2020-08-11
Rosales,Ulmaceae,Ulmus,Ulmus glabra,Z.A. Goodwin 1897,Midlothian,55.9652278,-3.20916667,2020-08-11
Fagales,Betulaceae,Alnus,Alnus glutinosa,Z.A. Goodwin 1898,Midlothian,55.9652278,-3.20916667,2020-08-12
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,Z.A. Goodwin 1899,Midlothian,55.9652278,-3.20916667,2020-08-12
Cornales,Cornaceae,Cornus,Cornus sanguinea,Z.A. Goodwin 1901,Midlothian,55.9652278,-3.20916667,2020-08-12
Fagales,Fagaceae,Quercus,Quercus petraea,Z.A. Goodwin 1902,Midlothian,55.9652278,-3.20916667,2020-08-12
Geraniales,Geraniaceae,Erodium,Erodium maritimum,Z.A. Goodwin 1904,Midlothian,55.9652278,-3.20916667,2020-08-13
Fabales,Fabaceae,Lathyrus,Lathyrus japonicus,Z.A. Goodwin 1905,Midlothian,55.9652278,-3.20916667,2020-08-13
Dipsacales,Caprifoliaceae,Linnaea,Linnaea borealis,Z.A. Goodwin 1906,Midlothian,55.9652278,-3.20916667,2020-08-13
Asterales,Asteraceae,Cicerbita,Cicerbita alpina,Z.A. Goodwin 1907,Midlothian,55.9652278,-3.20916667,2020-08-13
Lamiales,Orobanchaceae,Melampyrum,Melampyrum sylvaticum,Z.A. Goodwin 1908,Midlothian,55.9652278,-3.20916667,2020-08-13
Rosales,Rosaceae,Sorbus,Sorbus aucuparia,Z.A. Goodwin 1909,Midlothian,55.9652278,-3.20916667,2020-08-13
Lamiales,Lamiaceae,Prunella,Prunella vulgaris,Z.A. Goodwin 1917,Midlothian,55.9652278,-3.20916667,2020-08-31
